No STACKS version specified
B12
C07
D12
D10
A12
C03
POP
  1 , 192194 145192 92112 153153 195197 146152
  2 , 200200 179179 108112 151152 196196 152154
  3 , 192194 179192 92112 153153 197199 152154
  4 , 192198 145192 92112 152153 195196 146158
  5 , 192194 179179 92100 152152 195199 152154
  6 , 198200 145179 112118 152153 196197 146154
  7 , 194198 179179 108112 152153 196197 146154
  8 , 194198 145192 92100 153154 196197 146168
  9 , 194198 145145 92102 152153 197199 154154
 10 , 194198 179179 112112 152153 196197 154168
 11 , 194198 145179 108112 153153 196197 154154
 12 , 198200 145192 9292 153154 196197 154154
 13 , 194198 179192 92112 154155 197199 146154
 14 , 194198 145178 92112 153154 196197 168168
 15 , 192198 145192 92100 154154 197199 146154
 16 , 194198 179179 108112 153153 195196 152154
 17 , 198198 145145 92102 152153 197197 152158
 18 , 194198 150192 104112 152154 195197 146154
 19 , 194198 145150 112112 152152 196199 146154
 20 , 194194 145145 92112 152153 195197 154168
 21 , 194198 179192 9292 152154 197197 146168
 22 , 194194 145192 92112 152152 197199 154154
 23 , 194198 145192 92112 152154 196197 152154
 24 , 194198 00 92112 152155 00 154154
 25 , 194198 145179 92112 152154 197199 146146
 26 , 194198 150150 112112 152152 196199 146154
 27 , 194200 179179 102102 152153 197199 154158
POP
 28 , 198198 179179 112112 152153 195197 146168
 29 , 194198 179192 102102 153155 197199 146168
 30 , 194200 150179 92102 152152 197199 146154
 31 , 194194 145179 92100 152154 196199 154154
 32 , 192196 00 92100 151154 196199 154154
 33 , 194198 145145 9292 151154 197199 152154
 34 , 194194 00 9292 151154 197199 154158
 35 , 194198 150185 9292 153154 197197 154154
 36 , 198198 150179 9292 153154 195199 148154
 37 , 198198 179179 9292 151154 196197 146154
 38 , 194198 145145 100112 152154 199199 148154
 39 , 192194 145179 92102 151153 195196 152154
 40 , 198198 145192 9292 153153 199199 154154
 41 , 194198 145145 92112 152152 197199 154154
 42 , 192198 145179 102102 152152 197197 154168
 43 , 192194 145179 92112 152153 195199 146154
 44 , 198198 145150 92100 152152 196197 152154
 45 , 194198 145192 92110 152152 197199 154168
 46 , 198198 145150 9292 152154 196199 154168
 47 , 192192 145150 102116 153154 195199 152154
 48 , 192200 150179 110112 152153 196196 154168
 49 , 192198 145145 9292 155155 199199 148152
 50 , 194198 145192 92100 153155 197199 152154
 51 , 192198 179179 92102 152154 196196 146154
 52 , 194194 150179 92112 152154 199199 154154
 53 , 192192 145179 102116 152152 197197 154154
 54 , 194194 179192 102112 152152 197199 154154
 55 , 192198 145145 92102 153154 195197 154154
 56 , 194198 145179 112112 153154 196197 152168
 57 , 192192 145185 92102 152153 196199 154158
 58 , 194198 145179 92102 152155 196197 146154
 59 , 192192 145145 92112 153154 195197 146146
 60 , 194194 145179 92112 152153 197197 148154
 61 , 198200 150179 92100 152153 191197 146154
 62 , 194194 150150 102112 153153 195196 146152
 63 , 192198 150150 92112 152152 195199 146154
 64 , 194198 145179 102112 152154 197197 00
 65 , 192198 145150 92102 152154 196197 00
 66 , 192198 145179 92112 154154 195195 154168
 67 , 194198 145179 112112 152152 195196 152158
 68 , 194194 179179 92102 154155 199199 148152
 69 , 194194 150179 92102 152154 197199 152168
 70 , 198198 150179 92112 152153 197197 154154
 71 , 194194 145150 102112 152152 196196 152154
 72 , 198198 179192 9292 152153 199199 154154
 73 , 194198 179192 92108 152154 195199 146154
 74 , 194198 179179 102110 152152 195197 152158
 75 , 192198 145145 102112 154154 197197 146154
 76 , 192198 145145 9292 152154 199199 146146
 77 , 198198 00 102112 00 196197 00
 78 , 192198 150179 92112 152153 196196 154154
 79 , 192198 00 108112 153154 197197 00
 80 , 00 00 9292 152154 197199 00
 81 , 198200 145185 92104 151154 00 154154
 82 , 194198 179179 102102 152153 197197 152152
 83 , 192192 00 9292 152153 197199 152154
 84 , 192198 179179 92110 151152 196197 154154
 85 , 198198 179179 100112 153155 195199 152154
 86 , 198198 145179 112112 152153 196197 148154
 87 , 198198 145179 112112 152153 196197 154154
 88 , 192198 145145 102112 152155 196199 148168
 89 , 192198 145179 92112 152154 197199 148154
 90 , 198200 00 112112 152153 197199 144154
 91 , 192194 150150 110112 153154 199199 148152
 92 , 192194 145179 9292 153154 196196 146154
 93 , 192198 150150 92104 153154 197197 148154
 94 , 194194 145179 9292 152153 197197 154154
 95 , 198200 00 9292 152153 199199 146154
 96 , 192198 145179 92100 151154 197197 146154
 97 , 194198 179192 102112 152152 00 146152
 98 , 194198 145150 100102 152152 197199 154158
 99 , 192192 00 92102 152152 197199 154154
100 , 192192 145179 104104 151153 195196 146152
101 , 192194 145185 9292 152152 196199 154154
102 , 194200 145145 102112 151154 195197 152154
103 , 194200 00 92112 151154 195196 146154
104 , 198200 145192 102102 152154 197197 148154
105 , 192198 179192 92102 152152 195197 146154
106 , 194194 179179 92102 152154 197199 146154
107 , 198198 145145 102110 154154 197197 146154
108 , 192198 145179 9292 152152 197197 154158
109 , 198198 145192 102112 152152 195196 158168
110 , 194198 150179 92112 152154 196199 152154
111 , 194194 150179 102112 154155 196197 00
112 , 192194 145150 92102 152154 199199 154154
113 , 198200 179179 9292 152155 195197 146146
114 , 194198 145150 92112 154154 196197 00
115 , 194200 145179 92102 151153 196197 152154
116 , 198198 145192 92112 152152 197199 152154
117 , 198198 145192 92112 154154 195199 146146
118 , 192200 145179 100102 152152 197199 154154
119 , 192194 145145 92112 151155 196197 154168
120 , 192198 145179 92112 152155 195196 154154
121 , 200200 150150 92102 152154 196197 154154
122 , 192192 00 9292 152153 197199 00
123 , 194194 179192 92112 151154 197199 146152
124 , 194194 145145 102112 151151 197197 144154
125 , 00 00 9292 152153 196196 00
126 , 192198 145145 112112 153153 197197 152154
127 , 00 00 9292 152152 197197 00
128 , 192194 145145 92112 00 199199 146148
129 , 194198 145179 92100 152153 195197 154154
130 , 192194 145179 92112 154154 196199 154154
131 , 192198 179185 92112 154155 196197 154168
132 , 198198 150179 102112 152154 196197 154158
133 , 194200 179192 100112 153153 196196 146154
134 , 198198 179179 112112 152152 197199 154154
135 , 194198 145150 92102 152152 195196 146148
136 , 198200 145150 92110 152152 195196 146158
137 , 192194 145145 92112 154154 196199 146152
138 , 194198 145150 92102 153153 199199 154154
139 , 192192 145179 102112 151151 197199 168168
140 , 192194 145192 92102 152155 196199 146152
141 , 192200 145192 102112 152154 197197 154168
142 , 198198 179185 92102 152154 195197 154154
143 , 192194 179192 9292 152152 195195 146154
144 , 192194 145145 9292 152154 197199 154154
POP
145 , 192194 145150 92100 152152 196197 146152
146 , 198198 179179 102112 152154 196196 146146
147 , 194200 145179 9292 152154 196197 152154
148 , 192198 145150 9292 152152 199199 148168
149 , 194198 179185 102102 152152 196197 154154
150 , 194198 145185 9292 152152 196199 152154
151 , 192198 179185 102110 152153 197197 146158
152 , 198198 145185 92112 152154 197199 152154
153 , 198198 168179 110112 152155 197197 146158
154 , 198198 145150 104104 152152 199199 148154
155 , 194194 145179 9292 150152 195195 146152
156 , 192198 145179 92112 150152 197199 152158
157 , 194194 145179 92116 152153 195199 152152
158 , 198200 145145 92100 153153 195199 146154
159 , 198198 150179 92112 154154 196197 154154
160 , 194198 145179 92112 152153 199199 152158
161 , 192198 145185 9292 152153 197199 146154
162 , 192192 145185 92112 152152 196197 154158
163 , 194194 145179 112116 153154 197197 152168
164 , 198198 145145 102102 154154 196196 154154
165 , 194198 179185 92112 153154 199199 152154
166 , 194194 179179 9292 152152 195196 148152
167 , 194194 145150 112116 152154 197199 152168
168 , 194194 179185 92102 152152 196197 146158
169 , 192198 145185 9292 152154 197197 152154
170 , 194198 145179 112116 152152 196197 152152
171 , 194198 150176 92100 154155 196197 154154
172 , 194194 150185 9292 152152 196197 152168
173 , 198198 145179 98112 152155 197197 148154
174 , 192194 145150 9292 152152 196199 00
175 , 194194 179192 100112 152152 196197 152154
176 , 194194 179179 92100 151152 195197 154168
177 , 194198 145179 9292 152152 199199 152158
178 , 192192 145150 9292 152153 195196 154158
179 , 194194 00 92102 152152 197199 144146
180 , 194198 145150 92102 151153 196197 146154
181 , 194198 145185 100112 152153 196197 152152
182 , 194198 145145 92102 152154 195199 154154
183 , 198200 00 92102 152154 197197 146152
184 , 198200 179179 9292 151153 195196 00
185 , 192194 145145 92112 152154 196199 146152
186 , 194194 185185 92112 154154 199199 146152
187 , 192194 185185 112112 151154 197197 148152
188 , 194198 145179 92100 154155 197199 152152
189 , 194194 168192 100100 152154 197199 146154
190 , 192198 145150 92112 153153 196197 152168
191 , 192198 145179 102112 152152 199199 152168
192 , 194198 145150 102112 153154 196197 146152
193 , 198198 145185 92112 153155 195197 146152
194 , 198198 179185 92112 152154 199199 00
195 , 194194 145150 92112 152154 195196 146146
196 , 194194 179179 9292 152152 196197 146148
197 , 192192 179185 92102 00 196196 146154
198 , 194198 179179 92112 152154 197199 146154
199 , 192198 145179 9292 151154 199199 152154
200 , 194198 145179 92100 154154 197199 152158
201 , 194194 168179 92112 151152 197199 154158
202 , 192194 179179 9292 151154 196197 154154
203 , 194198 145150 92102 152152 197197 00
204 , 203203 00 9292 00 199199 00
205 , 00 145145 9292 151152 199199 00
206 , 192198 00 9292 151153 197199 146154
207 , 194198 145145 92102 152153 197197 152154
208 , 194194 145179 100112 152152 196196 146152
209 , 194198 179185 92102 151154 195199 152154
210 , 192194 00 92112 00 196199 00
211 , 194198 145179 92112 154154 195199 154154
212 , 194198 179179 92112 151154 196199 152168
213 , 192200 145150 92112 152152 197197 146168
214 , 192198 145185 92112 152152 196199 146152
215 , 194198 145179 9292 152154 196199 146152
216 , 194198 145145 92112 152153 196199 146148
217 , 194194 145145 100112 00 199199 152154
218 , 198198 145145 100112 152152 196197 146154
